Non-industry income and expenditure/revenue,Interest-bearing debt interest rate,Net Value Per Share (A),Persistent EPS in the Last Four Seasons,Net Value Growth Rate,Interest Expense Ratio,Total debt/Total net worth,Borrowing dependency,Net profit before tax/Paid-in capital,Fixed Assets Turnover Frequency,Cash/Total Assets,Net Income to Total Assets,Net Income to Stockholder's Equity,Degree of Financial Leverage (DFL),Equity to Liability,Bankrupt?
0.303454917,0.000712071,0.238548734,0.265008982,0.000506349,0.631167381,0.007208711,0.375995061,0.211296282,5830000000.0,0.016507953,0.831252947,0.842965611,0.026973249,0.028407688,alive
0.303399568,0.001174117,0.252033206,0.291008793,0.000492999,0.630757113,0.003953164,0.370999345,0.250305407,0.000241323,0.048824016,0.856417844,0.844059625,0.026826306,0.042886059,alive
0.303673896,0.009625963,0.166322532,0.205540323,0.000676114,0.630429378,0.007469519,0.369637181,0.16194103,0.000259479,0.190891469,0.779687124,0.838671763,0.026738248,0.027785295,alive
0.303777585,0.000354035,0.226665543,0.268601683,0.000850296,0.630641704,0.010491615,0.370799158,0.228037101,0.166138253,0.320879914,0.831485332,0.843572098,0.026797897,0.02279276,alive
0.303541203,0.001026103,0.18364165,0.21915477,0.000460309,0.632821468,0.002851567,0.371601023,0.17180454,0.000196689,0.052044386,0.799350557,0.84024756,0.027414704,0.054922707,alive
0.303142642,0.001011101,0.164931946,0.190413161,0.000391859,0.630412255,0.005243528,0.372187044,0.149785084,0.000115744,0.34823961,0.741551081,0.836071198,0.026732094,0.035048365,alive
0.303499389,0.000753075,0.192111584,0.216412972,0.000448081,0.631391693,0.004351672,0.370246688,0.170884549,0.000281417,0.115900423,0.7975453,0.840149671,0.026924458,0.039982946,alive
0.303580842,0.000228023,0.194092116,0.239103716,0.000644497,0.630617046,0.001461804,0.369637181,0.190860418,0.000528035,0.214741222,0.841223609,0.842482054,0.026792538,0.093816963,alive
0.303473044,0.001164116,0.15077325,0.207525763,0.000417661,0.892562431,0.028554884,0.384765245,0.160643994,0.000526522,0.035221606,0.786470858,0.838237617,0.025825372,0.014884185,alive
0.303156177,0.000709071,0.166912477,0.192304056,0.000400443,0.630335543,0.007289871,0.373196923,0.14884247,0.000259479,0.197109044,0.754063641,0.836552928,0.026720411,0.028209375,alive
0.303377331,0.000469047,0.155619232,0.202325801,0.000444862,0.629525965,0.024912684,0.380628429,0.158494834,0.000960752,0.05293715,0.779217467,0.837163998,0.026518418,0.015560825,bankrupt
0.303877648,0.000293029,0.205048249,0.252529073,0.00055541,0.630765674,0.005570906,0.373499999,0.201025564,0.001019002,0.045354708,0.837877834,0.843168771,0.026837535,0.033626394,alive
0.303608396,0.000140014,0.212211875,0.242696417,0.000471638,0.630682456,0.00801667,0.3733904,0.196621673,0.003992039,0.23616232,0.823888036,0.842468956,0.026811065,0.026607102,alive
0.303518,0.000357036,0.159538157,0.201853077,0.000431761,0.629809866,0.006354244,0.376072228,0.162815776,0.000545435,0.052842212,0.774682028,0.838369834,0.026555363,0.03080229,alive
0.303584467,0.000324032,0.212296153,0.255838139,0.000513162,0.63080129,0.008800007,0.373623019,0.205037328,0.002282354,0.125637532,0.830961241,0.843221909,0.026845479,0.025170561,alive
0.303543137,0.000271027,0.202688467,0.237023731,0.000477178,0.630783825,0.007818784,0.372674649,0.189314531,0.005523947,0.247508465,0.818173314,0.841950127,0.026839035,0.027013847,alive
0.303601386,0.000121012,0.220386836,0.221045665,0.000512189,0.63078314,0.005648419,0.370717518,0.172822562,0.000810966,0.26652422,0.802057259,0.840498539,0.02684576,0.033312428,alive
0.303530569,0.000633063,0.166491088,0.223503829,0.000472861,0.631212244,0.007075571,0.371864956,0.177075635,0.00105834,0.164868834,0.812578813,0.841407206,0.026970598,0.028742985,alive
0.303440173,0.000612061,0.198558847,0.189089534,0.00042128,0.630267736,0.009226785,0.372361508,0.153668652,0.001587132,0.002030361,0.77735281,0.838310869,0.026693788,0.024489979,alive
0.303570449,0.000828083,0.250516202,0.230405597,0.000465923,0.630686223,0.008541023,0.369637181,0.201214086,0.003535114,0.096105565,0.817094159,0.841934302,0.026811575,0.025616525,alive
0.303551596,0.000461046,0.183768067,0.227947433,0.000467421,0.630698895,0.01485879,0.370462532,0.18043134,0.007557413,0.028529133,0.808829555,0.841603856,0.026817503,0.0191343,alive
0.303609846,2000000.0,0.279044288,0.262078094,0.000523817,0.630612594,0.007833374,0.370669428,0.212608401,0.001530395,0.058324093,0.819828422,0.842094071,0.026791255,0.026983584,alive
0.303304097,0.000344034,0.163878471,0.18861681,0.000394005,0.630533486,0.003953164,0.370587788,0.152884398,0.001311011,0.190218358,0.743287256,0.836539954,0.02676724,0.042884684,alive
0.303453467,0.000287029,0.170199317,0.206296681,0.000422004,0.630023904,0.005763321,0.376006245,0.162619712,0.00071716,0.009646615,0.780904873,0.838903365,0.026642694,0.032862358,alive
0.303485371,0.000360036,0.163162109,0.197787652,0.000407056,0.630099588,0.006857622,0.373095152,0.158728603,0.000582503,0.239615484,0.761529098,0.837249344,0.026631211,0.029319885,alive
0.30359196,0.000273027,0.205343222,0.243925499,0.000466173,0.630686908,0.00619557,0.371167099,0.197458714,0.00149257,0.235399911,0.826013352,0.842378136,0.026809776,0.03131672,alive
0.303491897,0.00039604,0.241624879,0.233147395,0.000447332,0.630761222,0.006688917,0.370469242,0.185921122,0.001134747,0.105752223,0.809421493,0.841121476,0.026834051,0.029792269,alive
0.303538061,0.000307031,0.233997724,0.228514702,0.000460358,0.630729374,0.008297541,0.369637181,0.180076917,0.001789874,0.149217772,0.805643541,0.84089685,0.026828876,0.02606183,alive
0.30356924,310000000.0,0.20829295,0.242790962,0.000478575,0.630612594,0.00126939,0.369637181,0.193288591,0.000661936,0.164979876,0.84114041,0.84243374,0.026791247,0.105284704,alive
0.303538303,0.000159016,0.215540854,0.247140021,0.000461107,0.63071773,0.012089295,0.373314351,0.200384586,0.004099461,0.2081121,0.817459337,0.842351292,0.026818039,0.021150647,alive
0.303503982,0.000263026,0.179343475,0.229365605,0.000471788,0.630879372,0.008665955,0.373795246,0.182942463,0.003719699,0.013654552,0.81658006,0.841901245,0.026859709,0.025397974,alive
0.303996322,0.000159016,0.185369348,0.243736409,0.000508895,0.630621841,0.002841536,0.370016306,0.196365282,0.000301843,0.116986369,0.850550793,0.843364126,0.02679372,0.055083533,alive
0.303815048,10000000.0,0.24238338,0.262172639,0.000598631,0.630612252,0.001473659,0.36964501,0.211982505,0.000405483,0.12471138,0.848987592,0.842903869,0.026791196,0.093217211,alive
0.303588093,0.0,0.234419114,0.245721849,0.000470215,0.630613622,0.001962447,0.369637181,0.202126536,0.000953944,0.295149186,0.832873661,0.842124675,0.026791528,0.073883066,alive
0.303539995,0.000541054,0.177110109,0.229932873,0.000485537,0.63067184,0.010880092,0.369803817,0.183771963,0.001860984,0.069239698,0.815175341,0.841988886,0.026806593,0.022349351,alive
0.303510991,0.000293029,0.18119759,0.219249315,0.000429365,0.630648553,0.00277679,0.369845197,0.172536008,0.000291252,0.139533567,0.805219541,0.840601655,0.026802008,0.056069174,alive
0.303505915,0.000140014,0.198895959,0.241940059,0.000529033,0.6306691,0.003659526,0.370994871,0.189751904,0.000307138,0.489487833,0.834725983,0.842560591,0.026809627,0.045408145,alive
0.303431714,0.000207021,0.155366398,0.20289307,0.000413769,0.630493075,0.003429723,0.373327771,0.161141694,0.000625624,0.083124253,0.759656662,0.83772356,0.026752146,0.047676996,alive
0.303529843,0.000383038,0.149593359,0.218020233,0.000597682,0.632843386,0.022464184,0.384492365,0.170703567,0.004593454,0.095506039,0.799670453,0.840635058,0.028042606,0.016138171,alive
0.303442832,0.000252025,0.188782605,0.224827456,0.000485438,0.630836564,0.003256459,0.371247621,0.177399894,0.000229219,0.123546901,0.813121363,0.841121531,0.026862067,0.049595399,alive
0.30340706,0.000406041,0.168893009,0.194856765,0.000419009,0.630121848,0.009637148,0.376264586,0.151361134,0.001264108,0.074127874,0.761950075,0.836807965,0.026661201,0.023890673,alive
0.311983505,0.000179018,0.287303527,0.341873877,0.000734258,0.630636909,0.002471297,0.372506895,0.270914712,635000000.0,0.224026551,0.882677678,0.845158545,0.026798751,0.061440181,alive
0.303906894,0.0,0.178964224,0.233809209,0.00049512,0.630612252,0.004804895,0.369637181,0.18922404,0.000543165,0.139291898,0.831483774,0.842554766,0.026791157,0.037251711,alive
0.303544104,0.000260026,0.202056382,0.236645552,0.000559103,0.630823208,0.010166972,0.372487883,0.19063419,0.034002304,0.169604385,0.817582911,0.842155141,0.026852618,0.023188667,alive
0.303475219,0.000158016,0.176183052,0.21698024,0.000444288,0.633208792,0.012639181,0.382112494,0.169806199,0.000564347,0.160526666,0.797109611,0.840168533,0.028439228,0.020680949,alive
0.303526701,0.000166017,0.193122919,0.2149948,0.000442416,0.635040958,0.013064135,0.378019294,0.168976699,0.001026567,0.140070173,0.795970932,0.840043128,0.059175644,0.020344599,alive
0.303600419,0.0,0.19763179,0.243641864,0.000494072,0.630618074,0.001171814,0.369637181,0.196493477,0.000254183,0.127709164,0.852621542,0.843014118,0.026792884,0.112345555,alive
0.303387724,0.000441044,0.150941806,0.166776969,0.00033903,0.630461569,0.021337054,0.37753057,0.138239952,0.001010681,0.108747786,0.723812339,0.828934744,0.026745477,0.016448227,alive
0.303311589,0.000131013,0.171294931,0.216034792,0.000447856,0.630704716,0.002199546,0.369676324,0.168758012,0.00044936,0.182043361,0.799584785,0.840249869,0.02661319,0.067414553,alive
0.303618305,0.000188019,0.201677131,0.254514513,0.00045382,0.630664306,0.010264547,0.372823391,0.20953925,0.002220321,0.106503649,0.832352905,0.843616646,0.026804354,0.023067425,alive
0.303557155,0.000260026,0.181071173,0.226812896,0.000468244,0.631118067,0.013013068,0.376662723,0.180438881,0.001233091,0.110935376,0.809762103,0.841588659,0.026951264,0.020383967,alive
0.303516308,0.00019702,0.175340272,0.227569254,0.000473809,0.631240668,0.026154716,0.385039243,0.182143126,0.02197399,0.02543216,0.804884978,0.841633575,0.026956362,0.015309007,alive
0.303536369,0.000218022,0.195019173,0.243074596,0.000506499,0.630618759,0.003622138,0.369637181,0.193002036,0.000692195,0.101685877,0.837423297,0.842728097,0.026793053,0.045758036,alive
0.303484646,0.000293029,0.177110109,0.216885695,0.000449778,0.632133464,0.007702058,0.375353122,0.172475681,0.000391109,0.127846015,0.799611465,0.840353035,0.027184081,0.027262938,alive
0.303433164,0.0,0.195482702,0.255081781,0.000497615,0.630612252,0.001118923,0.369637181,0.203212427,0.000307138,0.382843987,0.868156475,0.843809821,0.026791157,0.116712825,alive
0.303565131,0.043162316,0.179680587,0.227191075,0.000461656,0.630617731,0.00128398,0.369637181,0.17976774,0.000486428,0.652331631,0.826979065,0.841685968,0.026792824,0.104315607,alive
0.30355788,0.000320032,0.222409507,0.290346979,0.000512313,0.630662251,0.006526596,0.372956476,0.247334289,0.011122786,0.253856222,0.860446068,0.845162814,0.026803168,0.030270509,alive
0.303551596,0.000220022,0.210526316,0.298761464,0.000576521,0.630626293,0.003002034,0.369637181,0.256775507,0.001053045,0.187545935,0.901729586,0.846565495,0.026794502,0.052776409,alive
0.303533711,0.000172017,0.182798871,0.230216508,0.000451874,0.63065232,0.006170948,0.373222645,0.18308574,0.000743637,0.046614682,0.81926103,0.841850172,0.026802317,0.03140004,alive
0.30351945,0.002688269,0.21735283,0.239765529,0.00061263,0.630997521,0.008313955,0.369857498,0.189495513,0.004211423,0.078480072,0.817068949,0.84190787,0.026919311,0.026030529,alive
0.303607187,0.000308031,0.168471619,0.216602061,0.000811167,0.631182792,0.005003693,0.371041842,0.173116658,0.000377492,0.132231078,0.800628817,0.840376195,0.026876127,0.036208482,alive
0.30340126,0.00019602,0.185495765,0.246478207,0.000500285,0.630651292,0.007475903,0.371201768,0.193296132,0.000671014,0.214951177,0.837381636,0.843529195,0.026803857,0.027768954,alive
0.303489721,0.000325033,0.192364418,0.246289118,0.000506724,0.631029712,0.023476413,0.384376055,0.203302918,0.001442641,0.006116673,0.815393784,0.843244173,0.026899029,0.015884825,alive
0.303614438,0.000392039,0.227887573,0.251867259,0.000488108,0.630699237,0.004903382,0.371347155,0.204667823,0.003384571,0.083696309,0.829492468,0.842430428,0.026814048,0.036725617,alive
0.303508091,0.000253025,0.171758459,0.220100217,0.000460383,0.63069821,0.006501974,0.370162811,0.172596335,0.000441795,0.142970346,0.806729294,0.840895282,0.026826907,0.030344484,alive
0.303522834,810000000.0,0.182040369,0.228892881,0.000466447,0.630631772,0.00415105,0.370779028,0.183040495,0.000511392,0.188034991,0.823114001,0.84187314,0.026796633,0.041372322,alive
0.303545554,0.0,0.203531246,0.263118086,0.000533625,0.63062458,0.002847008,0.369637181,0.213769701,0.006725265,0.638042208,0.862612931,0.844100502,0.026794366,0.054989025,alive
0.303461684,0.000227023,0.185917155,0.232107403,0.000479673,0.630815674,0.007954659,0.373876886,0.182082799,0.000795079,0.145414481,0.818014666,0.841951554,0.026861063,0.026732611,alive
0.303558122,0.000393039,0.207829421,0.259998109,0.000523942,0.630641361,0.008637686,0.370540817,0.212902496,0.016267728,0.19132028,0.8362654,0.843670849,0.026798684,0.025447667,alive
0.303527185,0.00049705,0.222030256,0.274179824,0.000760011,0.630832797,0.011096216,0.37154846,0.220737501,0.001654461,0.032229042,0.835484031,0.844089799,0.026856932,0.022116576,alive
0.303590993,0.000336034,0.18979394,0.249881819,0.000485213,0.630676635,0.006260316,0.371318077,0.19991705,0.001171059,0.207431027,0.840926391,0.843552447,0.026809134,0.031102362,alive
0.303978678,0.000114011,0.181450423,0.243830954,0.000532477,0.630617731,0.003446138,0.370128142,0.191335495,0.02045343,0.240741101,0.849597351,0.843469532,0.026792904,0.047503297,alive
0.303529118,0.000288029,0.175761662,0.231918313,0.000822846,0.631058136,0.019488596,0.380646323,0.186780786,0.003308165,0.130019033,0.810619042,0.842163061,0.026902504,0.017033616,alive
0.30355788,0.0,0.325565716,0.473952917,0.000768944,0.630613279,0.005159631,0.369637181,0.442266797,0.0950025,0.07461428,0.913043303,0.84853471,0.026791416,0.035442679,alive
0.303534194,0.000241024,0.19308078,0.267372601,0.000629549,0.630812934,0.015754293,0.380278382,0.211416937,0.000413804,0.227345478,0.836583764,0.845155229,0.02685547,0.018632364,alive
0.303539511,0.000389039,0.175635245,0.224638366,0.000467845,0.630752318,0.003827319,0.371382942,0.177324485,0.001018246,0.255552773,0.814740213,0.841277539,0.026831457,0.043916888,alive
0.304064723,0.00029703,0.175087438,0.23343103,0.000564019,0.630775263,0.005113123,0.372887137,0.182987708,0.000311677,0.166337183,0.827787365,0.84234261,0.026842939,0.035664964,alive
0.303514858,0.000113011,0.180607644,0.226529262,0.000471813,0.630659512,0.003988729,0.370724228,0.178561194,0.007545309,0.340314611,0.817404601,0.841470326,0.026805941,0.042603468,alive
0.303520659,0.000362036,0.188024103,0.235794649,0.000495669,0.631124231,0.009038018,0.377365053,0.187037177,0.000294278,0.078276039,0.820147787,0.842268282,0.026958415,0.024783683,alive
0.303300229,0.000165017,0.15654629,0.18663137,0.000432809,0.630563965,0.007362825,0.37551193,0.141987784,0.000200472,0.15496006,0.726687995,0.834248179,0.026779123,0.028035006,alive
0.303545554,0.000190019,0.198390291,0.224071098,0.00045926,0.631188956,0.007971074,0.373090679,0.173455999,0.000867703,0.021628773,0.801845938,0.840551719,0.026996537,0.026697796,alive
0.303558606,0.000449045,0.217479247,0.266805332,0.000514959,0.630820126,0.012875368,0.373550325,0.210391373,0.00116425,0.108568523,0.82747895,0.843552334,0.026853207,0.020491161,alive
0.303526218,0.000326033,0.186464961,0.21896568,0.000448854,0.631930042,0.011017792,0.373340073,0.173825503,0.00695524,0.077572249,0.800112951,0.840465423,0.027146248,0.022200227,alive
0.303507124,0.000146015,0.133411993,0.142384419,0.000245801,0.630403008,0.176619338,0.529443079,0.112887414,0.00114912,0.030028591,0.733756931,0.781867027,0.026728143,0.010986815,alive
0.303485854,0.000450045,0.18157684,0.222274747,0.000518352,0.630746839,0.003026655,0.369743426,0.177256617,0.000178533,0.106226669,0.808794798,0.840834291,0.026817602,0.052449927,alive
0.303522109,0.000412041,0.187981965,0.246478207,0.000485787,0.630766702,0.007055508,0.372759644,0.201681623,0.002295971,0.058191035,0.840034445,0.843659187,0.026832529,0.028795265,alive
0.303524768,0.000443044,0.18692849,0.216791151,0.00041569,0.630879372,0.001430799,0.369717703,0.171254053,0.000903258,0.282351311,0.801199976,0.840322627,0.026870118,0.095503883,alive
0.303458784,0.000279028,0.18241962,0.217452964,0.000418385,0.625490404,0.00876809,0.37594138,0.166963276,0.001337488,0.081611881,0.792762301,0.839751473,0.026112404,0.025224623,alive
0.303573591,0.000355036,0.168893009,0.21282027,0.000445211,0.633054342,0.005726844,0.369637181,0.169029485,0.001137773,0.594096166,0.796177055,0.840057605,0.028411316,0.033003033,alive
0.30356779,0.0,0.188234798,0.24354732,0.000446134,0.630612252,0.001629597,0.369637181,0.193808913,0.000679335,0.517937861,0.851030246,0.84305745,0.026791157,0.085873495,alive
0.303585676,580000000.0,0.212759681,0.267088967,0.000504353,0.630622183,0.00275308,0.370416679,0.213920519,0.000257209,0.237461255,0.861276814,0.843988083,0.02679405,0.056452132,alive
0.30356924,0.000251025,0.215920105,0.224827456,0.000455692,0.63093622,0.004776626,0.370619102,0.179639545,0.000262505,0.171469264,0.806713302,0.840800507,0.026875481,0.037407741,alive
0.303559331,0.00050105,0.259112553,0.290536069,0.000573452,0.630652662,0.005848129,0.369637181,0.250426061,0.003400457,0.117494648,0.847631692,0.843968691,0.026801028,0.032541606,alive
0.30347957,0.00029803,0.173317601,0.224354732,0.000471388,0.631335872,0.00941008,0.378834579,0.176608099,0.000484159,0.104441555,0.809598392,0.84132269,0.027050456,0.024215994,alive
0.303367905,0.000417042,0.189035439,0.223409284,0.000437251,0.631482788,0.001775504,0.369637181,0.179488726,0.000128605,0.129477051,0.813460212,0.841012365,0.027028345,0.080087682,alive
0.30346821,0.000244024,0.17335974,0.189940437,0.000397199,0.630197532,0.024551564,0.381407926,0.147620843,0.014853833,0.058110073,0.775595903,0.836578152,0.026680343,0.015638617,alive
0.303532744,0.000233023,0.20256205,0.281176137,0.000512813,0.630614649,0.002451235,0.369684153,0.237040947,0.000655884,0.512906163,0.89131523,0.845658484,0.026791693,0.061844531,alive
0.303491655,0.000287029,0.201129325,0.232012858,0.000468319,0.631467377,0.015372199,0.380077077,0.183734258,0.002277058,0.087958866,0.807484472,0.841470458,0.027049917,0.018839435,alive
0.303484404,0.000366037,0.195693397,0.249125461,0.00050303,0.630698552,0.004234035,0.37109105,0.197888545,0.000412291,0.201244305,0.843859434,0.843292716,0.026816766,0.040783833,alive
0.30351945,360000000.0,0.189878218,0.228514702,0.000469966,0.63067184,0.010411366,0.375746785,0.183281804,0.000740611,0.182203196,0.810517753,0.841482519,0.026805557,0.022888008,alive
0.303885866,3000000.0,0.23130083,0.267278056,0.000492824,0.630614992,0.009347158,0.376169526,0.216507051,0.000953944,0.478909502,0.832025681,0.843417903,0.026791947,0.024309298,alive
0.303482712,0.000140014,0.178374278,0.201191264,0.000424624,0.629945138,0.011795657,0.378559462,0.163230526,0.000264774,0.231616597,0.786626521,0.839053001,0.026609497,0.021420037,alive
0.303532502,0.000206021,0.216678606,0.263496265,0.000513736,0.630648895,0.002567961,0.370720873,0.21019531,0.000273852,0.297623428,0.854773018,0.843540311,0.026801885,0.059613817,alive
0.303486821,0.000291029,0.186085711,0.187576818,0.000403138,0.630023904,0.013583016,0.38121445,0.14801297,0.000852573,0.04498587,0.770711995,0.837140082,0.026634329,0.019962342,alive
0.303013575,0.000112011,0.165016224,0.190507705,0.000384447,0.63051739,0.009110971,0.378340263,0.147417239,7560000000.0,0.337837266,0.744729982,0.835306444,0.026760815,0.024668744,alive
0.303654077,0.000256026,0.219291222,0.243452775,0.000554661,0.630628348,0.006141767,0.36984967,0.194902345,0.000871485,0.168491234,0.821789408,0.842042634,0.026795593,0.031499079,alive
0.303766708,0.000175018,0.201677131,0.224638366,0.000479449,0.630724922,0.001609535,0.370752187,0.179647085,0.00010364,0.102952338,0.81314565,0.84098051,0.026820286,0.086743764,alive
0.303575766,0.0,0.231047996,0.278623428,0.000463652,0.630613279,0.002587111,0.369637181,0.233270492,0.000260235,0.05870917,0.864362058,0.844117525,0.02679142,0.059262471,alive
0.30356634,0.000292029,0.185664321,0.242601872,0.000503255,0.630686908,0.00801211,0.370795803,0.192888922,0.00095697,0.046079674,0.826423294,0.842688722,0.026810219,0.026614948,alive
0.303678247,0.0,0.217142135,0.255270871,0.000442316,0.630614649,0.006314119,0.369637181,0.205044868,0.006680632,0.26352148,0.832553117,0.842908543,0.026791818,0.03092823,alive
0.303493105,0.0,0.210484177,0.259903564,0.000559976,0.630612252,0.002373722,0.36984967,0.206741573,0.002125002,0.179256678,0.855709771,0.843537639,0.026791157,0.063435787,alive
0.303529602,770000000.0,0.206818086,0.2737071,0.000565891,0.630637594,0.004300605,0.372568405,0.220752583,0.000673283,0.248855712,0.864426805,0.844711878,0.02679812,0.040324934,alive
0.303598244,0.0,0.220934642,0.303583247,0.000534198,0.630612252,0.003274697,0.369637181,0.258170575,0.000488698,0.363204532,0.89254734,0.846131354,0.02679117,0.049381601,alive
0.303498906,0.000261026,0.174286798,0.225772903,0.000474233,0.630644443,0.003835526,0.369807172,0.176389413,0.000364632,0.398818092,0.819642678,0.841601246,0.026803716,0.043850471,alive
0.303529602,0.0,0.187729131,0.234281932,0.000477552,0.630612252,0.003934926,0.369637181,0.190370259,0.000821557,0.153612685,0.826832461,0.842090365,0.026791157,0.043028634,alive
0.303498664,0.000254025,0.179343475,0.231729224,0.000477078,0.630837934,0.007556151,0.373646504,0.184111304,0.000247375,0.068092907,0.820900818,0.842151503,0.026855678,0.027586853,alive
0.303498906,0.000351035,0.190973832,0.224638366,0.00056085,0.631302311,0.00785982,0.374547903,0.179956263,0.000826852,0.128653593,0.807818112,0.841062814,0.02697718,0.026927193,alive
0.303550146,0.000347035,0.195187729,0.221991113,0.000458063,0.63115745,0.010158765,0.373350139,0.176374331,0.001678669,0.102784897,0.803169543,0.840746028,0.026945514,0.023198971,alive
0.303514133,0.000153015,0.268130294,0.320695849,0.000728518,0.630615334,0.005546284,0.369637181,0.252695875,0.019333056,0.299006787,0.861756285,0.844942207,0.02679215,0.033727921,alive
0.303539753,0.000336034,0.147528549,0.184078661,0.000435629,0.630118423,0.023039605,0.377793385,0.165002639,0.010662079,0.069569751,0.780516463,0.837532752,0.026554312,0.015991458,alive
0.303412619,0.00050205,0.152121697,0.17850052,0.000350035,0.630184176,0.016376221,0.387515294,0.145185129,0.000141465,0.040788388,0.72783823,0.831254771,0.026645497,0.018315802,bankrupt
0.304125873,0.000244024,0.210526316,0.246572752,0.000493049,0.630753346,0.004615216,0.373180148,0.1991705,0.000897206,0.09348943,0.832371339,0.842582775,0.026830392,0.038331165,alive
0.303621447,0.000367037,0.218911972,0.242223693,0.0004926,0.63082492,0.006058782,0.37185489,0.192768268,0.003569913,0.225589991,0.821402037,0.842002049,0.026854106,0.031782312,alive
0.303940006,0.000358036,0.159959547,0.214900255,0.000448056,0.633766661,0.005169662,0.374910252,0.169791117,0.000302599,0.012625557,0.797167752,0.840128864,0.02815599,0.035394668,alive
0.303559572,0.000259026,0.219544056,0.256121774,0.000498289,0.630737935,0.009761169,0.37321929,0.205067491,0.002709018,0.163607018,0.825780659,0.842895467,0.02682617,0.02372009,alive
0.303534677,0.000132013,0.205090388,0.236078283,0.000469716,0.630688963,0.010535387,0.371872784,0.189495513,0.008598353,0.245654145,0.814076851,0.841846042,0.026811474,0.022741674,alive
0.30349528,0.000175018,0.200707935,0.203838518,0.000525464,0.630523212,0.005281828,0.370446875,0.161021039,0.001751292,0.107456154,0.783552834,0.839133502,0.02677921,0.034872503,alive
0.303554497,0.000742074,0.171884876,0.228041978,0.000487659,0.630839646,0.004405475,0.370191888,0.181494608,0.000867703,0.108441431,0.821860333,0.841821732,0.026850394,0.039628124,alive
0.303096477,0.000414041,0.157389069,0.107024676,0.000304793,0.630458829,0.028273101,0.388427876,0.089616168,0.00171725,0.046787389,0.685642185,0.819207378,0.026745383,0.014930302,alive
0.303576733,0.001673167,0.261177363,0.246667297,0.000476155,0.630686223,0.007307198,0.370449111,0.206930096,0.006865974,0.027793854,0.820287487,0.84206914,0.026811334,0.028166812,alive
0.303539028,0.001506151,0.18815052,0.238347357,0.000475306,0.630699237,0.011197439,0.369637181,0.189593545,0.010601559,0.019871487,0.819411029,0.842455501,0.02681556,0.022010833,alive
0.303616613,380000000.0,0.289157642,0.267278056,0.000497715,0.630618759,0.011338787,0.371111181,0.221921424,0.003303626,0.040767482,0.816525056,0.842173093,0.026792732,0.021865742,alive
0.303165361,0.000343034,0.158063293,0.199489458,0.000407206,0.630554034,0.002434821,0.370141562,0.158102707,0.000536357,0.235598318,0.748396169,0.837242858,0.026773371,0.06217852,alive
0.303641025,0.000543054,0.172053432,0.20289307,0.000455118,0.635038219,0.005727756,0.376095714,0.169685544,0.000938814,0.005886742,0.802659823,0.840546435,0.030109033,0.032997787,alive
0.303412619,0.00039804,0.15283806,0.194289496,0.000376936,0.630447528,0.007890825,0.374816309,0.154369957,0.000787514,0.179841784,0.733217662,0.834627497,0.026736602,0.026863222,alive
0.30361323,0.000314031,0.206396696,0.246950931,0.000456565,0.630676977,0.006010451,0.370855076,0.200218686,0.001664295,0.27564561,0.830876077,0.842723645,0.026807528,0.031952952,alive
0.303489238,0.000635064,0.242256963,0.216791151,0.000446109,0.631285188,0.004048915,0.371054144,0.170575371,0.001180893,0.145087744,0.798242436,0.840193904,0.027117732,0.042135426,alive
0.303547004,0.0,0.226749821,0.227947433,0.000457589,0.630622526,0.008778121,0.369637181,0.18092904,0.002056917,0.141854892,0.805472176,0.840904803,0.02679401,0.025206852,alive
0.303555463,0.000188019,0.21077915,0.230405597,0.000460633,0.630614649,0.001607711,0.369772503,0.181064776,0.00071489,0.100247511,0.817736279,0.841231318,0.026791916,0.086819292,alive
0.303561748,0.000273027,0.216425772,0.244398223,0.000455867,0.630769442,0.012533399,0.373108573,0.203687505,0.004833264,0.097569802,0.819842009,0.842660629,0.026832757,0.020768098,alive
0.303565615,0.000508051,0.190046774,0.249030916,0.000521796,0.630718415,0.005074823,0.369905588,0.197436091,0.004172842,0.027017711,0.846042932,0.843652891,0.026821931,0.035854188,alive
0.304193307,0.000182018,0.186380683,0.238630992,0.000501159,0.630618759,0.001343255,0.369817238,0.190407963,0.000258722,0.063546374,0.846625163,0.842743031,0.026792962,0.100544376,alive
0.303812389,0.0,0.252875985,0.27191075,0.000476155,0.630612252,0.00108427,0.369637181,0.221944046,0.000497776,0.09315472,0.854689473,0.843096582,0.026791157,0.119725551,alive
0.303592202,0.0,0.238548734,0.258958117,0.000466323,0.630613279,0.001495545,0.369637181,0.216921801,0.001230822,0.204836984,0.847379757,0.842822724,0.026791436,0.092103757,alive
0.303506882,0.0,0.177531499,0.22908197,0.000567088,0.630615676,0.007188648,0.369637181,0.184020813,0.004012464,0.136638348,0.818168757,0.841879257,0.02679194,0.028457558,alive
0.30350374,710000000.0,0.180101976,0.216129337,0.000440046,0.630630745,0.00160224,0.369764675,0.169165221,0.000124822,0.088899272,0.797042064,0.840099993,0.026799666,0.087055611,alive
0.303511474,0.000266027,0.198390291,0.242507327,0.000478201,0.630661224,0.003140645,0.370710808,0.190558781,0.000319242,0.309898794,0.837294536,0.842619606,0.026806847,0.05097619,alive
0.303204033,0.000367037,0.149466942,0.202609436,0.000395801,0.63036568,0.006615052,0.375955919,0.15688108,0.000576451,0.002118002,0.749286397,0.836313694,0.02672558,0.030007699,alive
